age,annual_income,employment_years,total_debt,debt_to_income,num_credit_lines,late_payments_2yr,credit_utilization,credit_history_length,recent_inquiries,loan_amount,home_ownership,savings_balance,creditworthy
65,17403.21,0.8,7187.53,0.413,7,3,0.506,0.8,1,3664.42,1,790.02,0
26,80552.73,12.5,25696.32,0.319,5,2,0.191,6.0,2,4595.12,1,5008.65,1
25,204959.62,3.1,115597.23,0.564,3,2,0.179,12.0,3,8544.1,2,2782.17,1
69,56904.83,0.4,22079.07,0.388,7,2,0.123,1.4,1,5628.71,0,3925.97,0
62,27781.47,16.1,7112.06,0.256,2,1,0.268,10.9,2,12739.68,0,1914.37,0
34,29223.57,10.6,5172.57,0.177,3,2,0.315,12.3,3,11621.97,0,14703.19,0
34,66608.47,7.0,0.0,0.0,2,0,0.448,4.8,0,12261.82,0,880.96,1
66,59440.72,13.6,38398.71,0.646,3,1,0.384,14.6,2,7312.51,1,1327.03,0
50,42525.32,1.2,9525.67,0.224,5,1,0.414,12.1,2,18947.34,2,2427.19,0
49,71446.36,9.1,35365.95,0.495,2,1,0.22,14.9,0,13365.85,0,2636.63,0
25,17466.8,5.9,3702.96,0.212,2,2,0.084,9.8,2,11324.41,1,766.61,1
36,71469.86,10.2,26801.2,0.375,2,1,0.437,5.9,1,11380.83,1,271.94,1
55,55208.96,8.0,23022.14,0.417,5,2,0.082,13.8,0,8738.39,1,4567.18,1
20,29792.92,2.1,4886.04,0.164,5,0,0.325,8.1,1,21831.84,0,4416.29,0
22,23940.77,7.4,11826.74,0.494,2,3,0.102,12.7,1,19633.61,1,23003.5,0
30,52086.63,1.5,16667.72,0.32,7,0,0.215,5.7,3,7949.04,2,13389.16,1
64,99073.68,2.0,42898.9,0.433,7,2,0.435,5.3,0,10926.61,1,3227.34,0
63,43737.16,0.6,24842.71,0.568,3,2,0.324,4.3,1,7801.39,0,1325.76,0
48,32005.32,13.7,14754.45,0.461,6,0,0.188,15.1,0,43448.47,1,11545.24,1
33,53940.89,1.7,18124.14,0.336,4,0,0.259,11.3,2,8491.89,0,1076.82,0
67,121836.58,3.7,78219.08,0.642,4,2,0.159,0.6,0,20275.61,1,8702.98,0
49,60818.54,2.5,20860.76,0.343,9,1,0.063,6.5,1,49392.81,2,532.86,1
39,64196.31,16.1,23367.46,0.364,7,1,0.113,9.1,2,11970.09,0,31540.19,1
46,90345.76,2.0,29362.37,0.325,5,2,0.081,15.6,3,3480.25,1,827.28,1
39,62086.18,7.5,10306.31,0.166,3,1,0.203,6.6,1,24492.89,1,908.7,0
60,33173.78,9.7,4976.07,0.15,6,1,0.431,13.3,0,7280.5,1,302.53,1
20,20490.52,2.9,5470.97,0.267,4,3,0.129,16.5,1,6553.74,1,1850.48,1
27,30920.46,2.4,6122.25,0.198,1,1,0.328,1.8,0,28783.7,0,5029.89,0
59,28215.78,6.9,8690.46,0.308,3,4,0.488,8.3,0,4532.56,2,1454.88,0
38,68162.79,12.2,32309.16,0.474,1,2,0.27,4.8,0,23407.0,2,1026.16,1
33,73070.06,7.0,21117.25,0.289,2,3,0.09,15.3,1,8653.51,0,523.78,1
29,53518.68,1.3,20497.65,0.383,5,3,0.046,10.9,2,3255.86,0,4170.59,0
19,25994.86,11.0,7122.59,0.274,9,1,0.138,5.8,3,16821.67,2,6866.68,1
58,119766.41,2.5,87669.01,0.732,4,1,0.49,3.1,1,2563.18,0,3627.48,0
41,39810.86,4.3,22931.06,0.576,3,1,0.252,4.9,0,9628.51,1,6841.16,0
52,66286.43,8.9,20747.65,0.313,4,3,0.403,3.3,0,3711.98,0,693.5,1
47,50244.8,1.0,19645.72,0.391,5,0,0.469,5.2,1,8128.73,0,1394.8,0
47,54411.55,7.7,8107.32,0.149,4,0,0.226,4.9,0,15035.95,0,2343.86,1
64,65126.84,4.5,20710.34,0.318,6,0,0.178,10.7,1,12753.57,0,13808.57,1
52,34613.18,11.2,8999.43,0.26,4,2,0.396,4.0,2,11212.61,2,13712.8,0
36,94155.34,0.9,43405.61,0.461,3,0,0.458,10.5,0,18134.1,1,7722.57,1
67,22253.34,2.7,4673.2,0.21,7,2,0.039,4.6,0,9896.9,1,7497.71,0
25,29164.92,8.9,17469.79,0.599,5,1,0.189,2.1,1,8692.27,0,1156.5,0
43,93546.57,0.1,31805.83,0.34,2,1,0.126,6.8,0,11745.06,0,3374.37,1
66,65841.29,0.6,14485.08,0.22,4,1,0.254,4.9,1,6654.52,1,403.38,1
57,174589.98,23.3,61979.44,0.355,3,3,0.069,2.2,0,16608.85,2,7497.14,1
24,50725.05,1.6,23384.25,0.461,2,1,0.205,4.9,1,10325.65,2,2209.78,0
47,114715.98,18.6,49098.44,0.428,6,2,0.23,15.9,0,15206.34,2,34546.37,1
24,19365.74,1.0,7223.42,0.373,3,1,0.165,5.9,0,8898.25,0,4077.79,0
20,24179.07,2.2,11654.31,0.482,2,2,0.177,9.5,1,13351.57,0,1204.34,0
18,76708.11,7.0,36206.23,0.472,3,1,0.109,4.6,0,14750.51,0,2146.69,1
53,20533.56,5.4,9712.37,0.473,5,0,0.077,11.9,0,2946.43,0,1397.86,0
42,44414.27,4.4,13724.01,0.309,5,1,0.73,1.4,1,4118.86,0,1483.51,0
54,87869.19,3.8,27063.71,0.308,7,2,0.436,13.7,0,7079.97,0,2902.16,1
18,62980.83,9.3,20090.88,0.319,3,0,0.045,12.6,0,9148.01,0,912.21,1
32,49293.51,1.3,13605.01,0.276,0,0,0.181,7.4,1,21273.3,0,2779.64,0
54,39161.38,2.9,14333.07,0.366,3,0,0.06,16.1,0,12995.58,0,278.96,1
30,54236.69,0.8,18928.6,0.349,0,0,0.246,12.0,1,13547.79,1,3614.57,1
57,65422.67,4.5,39122.76,0.598,5,0,0.366,19.7,2,24960.02,0,1198.22,1
25,35226.46,1.4,9652.05,0.274,4,1,0.085,11.9,1,22598.61,0,591.0,1
22,59033.95,2.0,11924.86,0.202,5,0,0.554,2.5,0,5404.0,1,7107.57,1
26,84054.05,3.2,37572.16,0.447,7,1,0.47,4.8,1,20739.44,0,356.82,0
18,43860.13,0.1,15833.51,0.361,5,3,0.274,12.6,0,10539.68,1,6309.43,1
53,50719.28,0.5,12527.66,0.247,9,1,0.432,0.6,2,7265.14,2,5232.93,1
52,62435.51,5.8,29157.38,0.467,3,1,0.353,7.7,2,8299.24,2,1022.18,1
19,64580.46,2.8,19890.78,0.308,2,3,0.646,0.0,2,6800.16,0,2144.31,0
57,76056.12,10.0,44036.49,0.579,3,1,0.121,12.7,0,10771.98,1,4100.3,1
40,29519.68,5.9,6110.57,0.207,7,1,0.468,7.4,0,9416.56,0,3937.73,0
26,37629.32,0.0,9896.51,0.263,1,2,0.301,5.9,1,20776.8,1,8924.79,0
51,38332.78,4.8,14144.8,0.369,8,1,0.197,7.6,1,31564.99,1,7175.21,1
63,31195.96,0.5,17282.56,0.554,4,1,0.213,4.4,3,7761.2,0,10321.63,0
31,19946.18,7.6,4846.92,0.243,1,1,0.288,2.5,1,4548.46,1,11851.83,1
21,9631.18,23.8,3910.26,0.406,5,2,0.019,8.2,0,14775.15,2,3417.79,1
47,89118.87,3.8,15595.8,0.175,4,1,0.079,5.9,0,17414.71,0,2103.05,1
48,22540.15,5.7,10999.59,0.488,2,1,0.31,3.1,2,12435.21,0,2577.48,0
55,107286.12,1.4,27036.1,0.252,7,3,0.229,17.5,1,3931.47,0,1978.66,1
28,70948.16,2.9,31430.03,0.443,6,0,0.255,7.5,2,6152.67,1,16939.05,0
52,40020.85,9.7,18049.4,0.451,3,0,0.281,5.9,0,10811.1,0,1200.17,1
25,66716.73,0.9,5203.9,0.078,6,1,0.282,7.8,0,6838.87,0,11627.98,1
20,60631.31,1.5,23100.53,0.381,4,1,0.534,7.5,2,5439.1,0,1672.25,0
31,28257.46,2.9,7742.54,0.274,9,1,0.377,7.0,1,35834.18,1,11223.28,1
30,48655.06,6.2,20678.4,0.425,4,1,0.33,0.9,0,5432.55,0,7132.44,0
62,30033.86,2.4,6577.42,0.219,3,0,0.099,14.6,1,20412.95,2,2843.98,1
49,67986.47,13.1,17880.44,0.263,1,3,0.069,3.9,3,12677.87,0,4068.28,0
51,34282.47,0.5,18169.71,0.53,3,1,0.151,15.9,0,14256.55,1,787.17,0
62,46708.68,2.3,24195.1,0.518,4,2,0.508,2.1,1,19589.16,0,5960.97,1
36,45711.29,6.2,9187.97,0.201,4,0,0.512,12.6,2,6546.38,1,9290.6,0
55,52093.19,1.3,32245.68,0.619,2,0,0.431,13.2,1,8267.85,1,14845.06,0
33,112564.04,5.3,0.0,0.0,3,2,0.174,8.4,1,13141.94,0,2018.61,1
19,43456.67,0.9,16600.45,0.382,3,3,0.201,0.0,2,3263.17,1,41779.32,0
57,90125.96,0.3,14149.78,0.157,1,2,0.161,8.5,1,26629.63,0,2036.19,0
34,62317.56,0.6,25300.93,0.406,4,0,0.381,14.5,1,10610.31,1,1737.24,1
51,99628.27,13.3,30984.39,0.311,1,1,0.051,1.1,0,5624.2,1,2439.71,1
59,41389.48,4.0,8153.73,0.197,8,1,0.08,6.1,2,19077.92,0,2466.8,1
33,69429.57,8.0,16593.67,0.239,2,1,0.594,3.4,1,10456.39,1,533.51,1
55,47589.43,2.0,11040.75,0.232,5,3,0.148,10.7,2,6419.61,1,766.91,1
19,10996.18,4.5,3969.62,0.361,1,1,0.521,16.2,0,17457.03,1,688.07,0
19,28426.53,3.4,14099.56,0.496,4,0,0.426,8.0,2,2452.09,0,3952.58,0
43,65590.65,14.6,42240.38,0.644,4,0,0.216,4.3,1,12730.26,2,17956.38,1
30,63457.93,6.9,20560.37,0.324,4,0,0.449,17.4,0,21723.81,1,1336.76,1
64,25655.45,6.6,10133.9,0.395,3,3,0.074,9.1,1,6004.25,1,2555.15,1
48,54730.9,0.2,28897.92,0.528,3,0,0.312,7.8,1,4586.71,0,1130.81,0
51,63046.64,4.0,17842.2,0.283,5,0,0.381,7.0,2,12757.98,2,6583.13,1
56,48178.46,3.1,11225.58,0.233,7,3,0.319,2.5,2,6594.18,1,4107.97,0
20,70573.45,13.1,45308.15,0.642,7,2,0.381,11.5,0,38133.66,1,9022.73,1
25,65925.31,1.5,21293.88,0.323,5,2,0.411,12.5,3,7200.76,2,891.69,0
40,48166.94,1.6,18447.94,0.383,6,1,0.221,6.7,1,8807.54,0,2850.49,1
31,37971.36,2.6,4138.88,0.109,2,1,0.314,11.5,1,13532.6,0,2251.59,0
44,82559.19,1.4,22373.54,0.271,1,0,0.025,0.0,0,3324.27,0,2430.08,1
46,61795.2,0.7,39116.36,0.633,5,1,0.389,6.7,2,10258.04,1,9837.67,1
56,24570.05,9.7,10294.85,0.419,3,1,0.393,4.9,2,19373.61,0,1502.85,0
56,54745.41,4.1,18941.91,0.346,6,0,0.316,9.0,0,9426.94,0,1738.59,1
18,27570.11,9.9,15411.69,0.559,1,3,0.426,2.4,3,4970.35,1,1153.06,0
34,30264.06,8.9,3117.2,0.103,5,1,0.162,0.0,1,7627.28,1,39698.85,1
58,35385.06,1.7,10190.9,0.288,3,1,0.402,6.6,1,3137.27,1,950.15,0
47,50133.09,4.0,34641.97,0.691,4,1,0.362,7.6,0,8312.05,0,6083.0,1
30,59115.17,0.4,20276.5,0.343,5,0,0.372,14.0,1,19265.35,0,576.0,1
38,39955.8,12.3,13624.93,0.341,3,2,0.537,10.7,0,6804.85,1,5193.91,0
36,40839.65,2.6,21522.5,0.527,3,0,0.582,11.5,0,15055.61,1,751.55,0
36,38115.57,2.5,20468.06,0.537,3,3,0.285,0.0,0,4066.83,0,3576.95,0
42,82764.69,1.8,12828.53,0.155,5,0,0.356,13.4,2,30565.72,0,4331.24,1
39,11772.58,3.1,4873.85,0.414,5,0,0.219,12.9,0,19512.12,2,2725.04,1
48,42009.93,1.5,25752.09,0.613,2,4,0.319,10.4,2,7366.5,0,6955.98,0
34,106137.68,2.3,26958.97,0.254,4,3,0.807,0.0,0,4474.58,1,5209.1,1
40,63488.56,8.0,18665.64,0.294,5,2,0.313,8.5,0,7296.26,1,1313.47,1
49,92357.63,9.0,32694.6,0.354,11,0,0.327,5.0,0,11721.58,2,5380.56,1
27,17727.56,1.8,8048.31,0.454,4,2,0.19,6.2,1,18988.82,0,3914.97,0
27,26340.83,3.2,3582.35,0.136,0,1,0.079,4.2,1,2790.15,0,9400.96,1
53,63387.63,10.4,0.0,0.0,5,2,0.368,9.8,0,20400.08,2,522.12,1
25,106437.72,0.3,40659.21,0.382,4,1,0.132,2.0,0,11546.29,1,3410.96,1
69,27705.38,11.0,14545.32,0.525,1,0,0.421,8.5,3,4924.34,1,3343.28,1
37,40381.18,1.2,12235.5,0.303,9,0,0.16,14.5,2,2144.25,0,1908.01,0
49,59917.99,5.7,15458.84,0.258,0,0,0.315,5.3,0,10748.11,0,10626.01,0
67,23712.34,4.4,7706.51,0.325,7,2,0.089,6.0,0,11292.95,0,1270.82,0
31,63630.34,4.0,37541.9,0.59,2,2,0.476,1.7,0,6837.73,1,7007.7,0
67,12863.61,9.8,3215.9,0.25,5,0,0.295,12.0,1,17107.17,0,1250.14,1
45,62700.19,0.5,27337.28,0.436,2,2,0.094,3.3,0,33535.28,0,14636.76,1
63,29805.78,2.1,5275.62,0.177,3,1,0.231,4.6,3,7787.8,0,4849.62,0
69,39190.96,3.9,7211.14,0.184,4,0,0.269,11.7,1,6323.36,1,460.02,1
41,67910.23,8.3,32393.18,0.477,3,1,0.515,10.2,1,27724.96,1,11662.42,0
32,61305.58,1.2,36476.82,0.595,4,1,0.263,0.0,1,8669.66,0,5852.72,0
39,48825.57,8.1,23582.75,0.483,5,1,0.476,10.7,0,14699.76,1,3326.25,1
47,79580.17,2.6,3342.37,0.042,2,0,0.233,6.7,2,6875.03,0,1383.34,1
21,20950.38,1.0,6012.76,0.287,5,1,0.492,7.5,1,19617.59,1,1069.83,0
30,54296.07,7.1,20958.28,0.386,8,3,0.371,15.3,0,4690.55,2,5467.0,1
40,33021.53,0.5,11854.73,0.359,4,2,0.414,12.3,2,10797.24,0,468.92,0
25,77576.18,3.6,4809.72,0.062,5,1,0.084,14.1,0,11820.27,0,1323.53,1
35,69115.45,0.3,10712.89,0.155,4,3,0.193,3.2,1,8870.31,2,6886.92,1
29,70380.68,2.2,16187.56,0.23,3,2,0.205,15.4,2,6756.06,1,551.18,1
48,111601.63,4.6,37944.55,0.34,5,2,0.127,4.0,3,29020.77,0,582.04,0
31,86092.17,4.1,5165.53,0.06,5,0,0.267,4.4,1,16079.78,0,5572.39,1
51,45310.29,2.6,19936.53,0.44,3,2,0.253,7.5,1,5889.43,2,2165.4,0
35,48989.74,2.8,16460.55,0.336,3,2,0.411,10.7,0,3196.11,0,21976.66,1
51,66202.21,1.3,12843.23,0.194,7,0,0.332,14.3,0,24031.25,0,2066.86,1
28,52474.75,3.0,19887.93,0.379,3,4,0.4,7.8,2,5677.94,0,463.47,0
58,69744.0,15.3,9345.7,0.134,6,3,0.39,16.7,1,10271.02,0,11613.4,1
29,16072.09,9.5,5496.65,0.342,2,0,0.317,18.3,1,10457.97,0,604.5,1
66,125542.77,0.8,10043.42,0.08,4,1,0.121,2.1,2,11749.21,0,887.22,1
32,50539.69,0.2,5155.05,0.102,3,0,0.108,14.8,1,3593.83,0,1992.31,0
48,21780.43,13.6,6142.08,0.282,2,0,0.509,8.6,1,8026.77,2,3623.33,1
66,31042.21,3.7,7543.26,0.243,5,4,0.342,13.1,1,9803.97,1,4708.34,1
46,16904.52,3.9,6897.04,0.408,3,1,0.453,2.7,1,9572.99,2,9440.63,1
43,28420.97,7.6,9862.08,0.347,1,1,0.413,14.2,0,15197.58,0,135.56,0
35,45655.34,1.9,30360.8,0.665,3,0,0.172,5.3,2,10926.86,0,963.21,0
49,104543.37,3.3,32408.44,0.31,3,0,0.082,13.5,1,12927.91,0,10614.63,1
39,60194.56,17.3,0.0,0.0,2,2,0.302,7.8,0,6910.4,0,1018.98,1
55,55073.85,5.6,2478.32,0.045,5,2,0.354,7.4,0,27563.62,2,2803.9,0
34,27790.45,0.8,4752.17,0.171,1,1,0.26,8.0,0,8319.82,0,15010.78,0
40,32459.79,0.7,27850.5,0.858,5,0,0.204,11.7,1,12058.97,1,2427.54,1
41,33743.27,1.1,11607.68,0.344,3,1,0.111,8.0,1,10599.36,2,2176.55,0
67,34438.68,7.3,17770.36,0.516,3,0,0.399,11.0,3,12972.79,1,2459.93,0
25,41119.25,1.8,20600.74,0.501,5,0,0.556,8.0,0,20338.94,1,13980.91,0
58,42701.72,0.1,6832.28,0.16,2,1,0.202,1.9,0,5975.82,1,435.59,1
23,41376.19,14.4,3351.47,0.081,6,2,0.314,9.6,1,16242.68,0,25462.24,0
22,35043.24,0.9,15629.29,0.446,4,1,0.614,10.1,2,15403.2,1,2272.0,0
61,52445.33,0.0,891.57,0.017,6,3,0.323,0.9,0,10982.03,2,1979.45,1
46,41889.59,1.4,20819.13,0.497,2,1,0.094,6.4,0,11339.7,0,1125.92,1
45,22075.34,1.3,7329.01,0.332,6,0,0.327,11.6,0,4947.5,1,763.57,1
28,49870.8,2.7,22042.89,0.442,4,1,0.267,8.7,1,8072.38,0,180.12,1
18,46240.81,12.7,18311.36,0.396,11,2,0.279,10.1,0,3151.57,1,12850.94,1
60,22251.98,10.6,8989.8,0.404,8,3,0.199,6.0,2,8236.37,0,208.72,0
36,36473.79,3.1,13349.41,0.366,4,3,0.078,4.7,1,9528.49,0,2802.5,0
26,66074.38,2.6,25901.16,0.392,3,3,0.374,9.6,1,4275.68,2,1753.56,0
44,27771.76,4.0,9914.52,0.357,3,1,0.561,0.0,3,11842.68,2,4235.75,1
51,26341.75,1.4,3793.21,0.144,4,0,0.394,10.5,1,20420.63,1,271.78,1
61,41670.89,0.3,12126.23,0.291,2,2,0.071,13.2,1,11262.86,1,1106.54,1
21,66934.25,14.0,45180.62,0.675,3,1,0.299,11.6,3,9864.63,0,5269.36,0
53,121195.93,1.0,48114.78,0.397,3,2,0.204,8.0,2,7221.04,0,3719.34,1
35,68150.08,1.1,35506.19,0.521,3,0,0.2,13.6,2,12368.97,1,1344.41,0
32,84323.33,3.2,17117.64,0.203,1,3,0.11,13.5,3,5378.96,2,3374.17,1
68,58299.5,3.4,11659.9,0.2,7,1,0.228,0.5,1,2328.4,2,23561.19,1
30,34802.41,0.1,5881.61,0.169,7,0,0.188,6.1,0,25533.66,1,11013.43,1
36,67904.36,0.8,10185.65,0.15,5,1,0.246,8.5,1,17613.7,2,9568.56,1
66,46966.79,2.4,5025.45,0.107,4,0,0.306,8.9,1,5117.72,0,5765.75,1
23,59190.53,5.8,22788.35,0.385,1,1,0.237,10.7,1,4156.14,1,3705.9,1
65,30545.88,1.3,9072.13,0.297,3,1,0.203,10.6,1,10549.45,0,1312.38,1
29,61896.75,2.7,29772.34,0.481,3,2,0.42,8.8,0,10287.12,2,3186.7,1
68,46154.32,4.1,13984.76,0.303,4,0,0.334,11.2,1,16150.68,0,31577.39,1
54,55029.73,11.0,0.0,0.0,3,3,0.136,7.1,2,8095.04,0,8986.27,0
34,46979.35,2.0,19590.39,0.417,3,1,0.143,14.9,0,19790.79,1,1939.2,1
40,42676.28,0.7,1920.43,0.045,3,0,0.384,17.2,1,8690.73,0,241.13,1
43,62463.98,3.4,23861.24,0.382,1,2,0.103,14.3,0,20492.29,0,7398.13,1
46,40012.79,6.9,9362.99,0.234,8,0,0.267,11.6,1,8876.24,1,9168.45,0
50,22151.4,0.6,8528.29,0.385,5,0,0.236,9.8,0,5892.69,2,1553.87,1
44,19206.71,2.8,2554.49,0.133,6,1,0.098,7.8,1,7905.69,1,1337.42,1
42,53755.88,0.1,25104.0,0.467,8,1,0.01,11.4,1,14655.11,1,287.54,1
27,39198.4,0.2,13954.63,0.356,2,1,0.365,9.3,1,12238.01,0,13453.67,1
64,20649.58,3.3,6153.57,0.298,5,4,0.143,13.5,1,10214.02,0,1811.73,0
40,51702.81,1.8,4963.47,0.096,5,0,0.199,5.8,1,5290.77,2,4075.91,1
38,46773.06,9.3,29092.84,0.622,1,0,0.098,13.6,1,9547.19,2,797.55,1
38,38184.82,4.6,8171.55,0.214,4,2,0.167,10.0,1,6689.34,0,524.61,0
60,55459.3,3.0,21573.67,0.389,7,1,0.23,10.9,0,6586.11,1,17938.07,1
30,94612.7,2.6,19679.44,0.208,5,2,0.222,6.8,1,17983.02,2,1868.2,1
54,93180.65,3.4,85446.66,0.917,3,1,0.155,7.8,0,6249.07,1,1211.36,1
50,52674.27,0.2,19594.83,0.372,5,0,0.143,12.0,0,6039.71,0,97039.92,1
41,46987.87,11.2,12122.87,0.258,2,2,0.179,15.1,0,11949.53,1,9722.89,1
61,53043.5,31.9,23392.18,0.441,2,0,0.365,0.0,2,5711.73,0,1254.17,1
28,57211.11,1.0,26488.74,0.463,5,3,0.181,7.9,1,7097.32,1,7219.34,0
34,42866.71,0.6,17532.48,0.409,4,1,0.204,0.8,0,31424.07,2,434.35,1
21,53491.15,0.8,16100.84,0.301,4,3,0.321,6.6,1,8951.87,1,2032.54,0
64,22318.81,5.4,9284.62,0.416,4,1,0.202,12.0,1,14846.3,1,1090.64,1
42,51055.8,5.4,16695.25,0.327,1,4,0.236,11.7,0,44763.68,2,4925.56,0
47,62218.45,9.4,21527.58,0.346,9,1,0.293,15.0,2,11155.6,0,21765.04,1
26,38371.84,7.0,8902.27,0.232,2,1,0.211,9.1,1,13559.49,0,390.4,1
38,46735.7,3.0,6075.64,0.13,5,0,0.337,0.0,1,11938.75,1,27682.1,1
37,28120.31,4.7,12204.21,0.434,5,2,0.157,8.9,1,8142.17,1,7328.74,1
36,26234.83,5.8,11569.56,0.441,2,1,0.159,13.7,0,10673.69,2,898.69,0
36,54470.12,3.6,29631.75,0.544,2,0,0.096,13.1,2,8890.93,1,919.46,1
29,34037.51,3.2,12151.39,0.357,3,1,0.184,11.6,1,5729.92,0,1264.52,1
54,20162.65,5.2,6411.72,0.318,5,1,0.145,6.6,0,16315.29,1,1053.99,1
59,28116.47,4.1,3908.19,0.139,11,1,0.392,14.6,2,3342.07,2,1094.39,1
34,30236.66,5.2,10401.41,0.344,6,0,0.217,8.7,1,9942.66,1,337.99,1
54,72206.85,4.7,29171.57,0.404,3,2,0.279,1.3,1,8370.21,0,2358.38,0
65,53613.54,6.4,4128.24,0.077,4,0,0.224,5.3,0,5315.04,1,7302.49,1
56,31704.02,5.1,16169.05,0.51,3,0,0.415,10.0,1,14381.57,1,1496.66,0
45,36538.33,3.7,8878.81,0.243,4,1,0.518,2.5,0,5361.28,1,4259.17,0
58,94470.44,5.7,30325.01,0.321,1,0,0.313,5.2,4,7748.87,2,11502.71,1
52,78280.3,3.0,34443.33,0.44,3,1,0.117,3.4,4,15316.07,1,495.62,0
64,28028.29,1.4,9781.87,0.349,3,2,0.517,9.8,0,3117.64,0,1337.9,0
65,87707.52,0.0,49203.92,0.561,2,1,0.498,4.7,2,18892.2,1,489.41,1
35,47083.86,4.1,20905.23,0.444,3,3,0.297,11.2,0,9683.26,1,554.58,0
31,73116.24,4.5,23982.13,0.328,5,2,0.379,8.2,0,8221.77,0,15269.9,0
52,45177.12,17.9,0.0,0.0,2,2,0.455,0.0,1,4325.93,0,1627.39,1
61,88691.08,2.2,44256.85,0.499,3,1,0.161,7.8,0,10448.95,1,5194.89,1
58,27451.87,2.5,4749.17,0.173,7,1,0.136,3.3,1,10045.66,0,3635.38,1
24,43142.97,1.1,20622.34,0.478,3,1,0.301,10.8,2,13737.91,0,6974.26,1
58,90059.86,0.4,38185.38,0.424,5,2,0.121,5.7,0,7467.12,2,3558.75,1
30,14819.45,7.4,4742.22,0.32,2,3,0.122,12.8,0,5512.59,2,3388.59,1
35,47904.72,1.4,23617.03,0.493,2,0,0.401,14.3,1,11947.03,0,503.05,1
54,40264.56,4.7,17233.23,0.428,6,0,0.157,4.5,0,6998.46,2,3108.8,1
30,69032.36,5.8,27543.91,0.399,3,2,0.333,12.8,0,13395.73,0,3066.85,1
53,83696.86,3.2,7783.81,0.093,7,2,0.026,3.7,0,5331.08,0,962.77,1
48,70625.17,10.5,25142.56,0.356,2,2,0.329,7.5,2,15937.28,1,249.03,0
19,55298.45,2.9,9068.95,0.164,5,4,0.648,7.0,1,24197.76,1,3999.14,0
33,50025.21,1.7,9304.69,0.186,2,0,0.649,5.5,2,8955.96,0,12953.53,1
26,41301.11,11.3,12225.13,0.296,7,2,0.212,9.8,2,22231.71,2,356.59,1
26,54447.18,9.9,31034.89,0.57,4,1,0.363,14.0,1,15554.28,1,2435.72,1
55,101704.56,0.9,41190.35,0.405,4,1,0.245,10.3,1,12111.49,2,204.35,1
28,32362.12,0.1,13430.28,0.415,4,1,0.371,7.6,0,9817.53,0,6501.84,0
39,40093.09,0.5,18683.38,0.466,6,3,0.306,1.2,2,7139.82,1,12345.05,0
50,47204.52,1.7,10337.79,0.219,6,0,0.182,0.0,0,20305.72,0,2651.31,1
53,80859.34,17.9,9217.96,0.114,6,0,0.598,6.4,2,17989.48,2,6308.79,1
62,54811.27,4.1,4768.58,0.087,8,1,0.286,0.0,2,5285.9,0,3217.23,1
40,80156.88,2.3,30860.4,0.385,5,1,0.249,2.4,1,10604.46,1,930.16,1
62,82211.87,11.0,40941.51,0.498,5,0,0.687,9.1,0,6073.29,0,2536.82,1
62,65908.22,3.0,32097.3,0.487,6,0,0.027,2.5,2,13161.47,2,2884.85,1
51,28796.33,1.9,6479.17,0.225,3,2,0.371,4.6,0,15513.29,1,2503.92,0
26,112481.83,14.2,62202.45,0.553,6,0,0.293,9.2,5,3873.5,0,4654.88,1
41,99328.75,9.5,65159.66,0.656,4,2,0.382,9.3,0,9413.46,2,3494.91,1
25,50603.2,9.3,22316.01,0.441,4,1,0.558,6.1,3,12767.6,1,2361.38,1
24,24565.91,3.6,14076.27,0.573,5,0,0.444,0.3,2,10454.78,0,1380.82,0
53,22465.83,7.8,10806.06,0.481,4,1,0.475,5.9,0,28858.55,0,5429.7,0
35,55667.84,1.0,17591.04,0.316,5,3,0.235,8.7,2,3851.52,0,4995.47,1
20,34514.15,4.3,8628.54,0.25,3,1,0.326,8.1,1,22317.33,1,3686.25,1
45,20772.92,20.6,2243.48,0.108,3,1,0.301,13.1,1,5824.88,1,1101.7,1
23,22254.89,1.7,6298.13,0.283,5,0,0.053,5.4,2,2735.46,1,767.09,0
61,38754.75,7.9,12168.99,0.314,3,0,0.152,1.1,2,11993.71,0,6706.75,1
61,54039.19,3.4,17184.46,0.318,4,0,0.138,6.4,0,9179.08,1,1022.26,1
38,98998.16,0.2,32966.39,0.333,5,4,0.158,6.2,0,10459.84,0,1988.09,1
45,62449.31,7.2,374.7,0.006,3,0,0.461,8.6,0,13533.0,0,460.96,1
57,40509.74,0.9,18918.05,0.467,3,0,0.298,14.7,3,13763.59,1,5073.03,1
18,59276.89,5.0,28690.01,0.484,3,0,0.594,2.5,2,7197.71,1,673.45,0
53,56686.07,0.4,23014.54,0.406,5,3,0.172,9.7,1,16107.97,0,632.95,0
38,70952.97,14.7,12416.77,0.175,2,1,0.274,10.1,1,2951.29,0,909.52,1
60,48051.51,1.7,19460.86,0.405,5,3,0.258,6.9,0,9351.35,0,4988.21,0
52,82297.74,1.3,29051.1,0.353,1,0,0.173,8.3,3,19488.92,2,2299.86,0
30,74030.02,0.7,31166.64,0.421,3,1,0.075,7.8,1,11747.74,2,1393.4,0
66,51090.3,14.6,29785.64,0.583,3,2,0.591,8.2,2,10198.44,1,21658.83,1
27,46183.96,6.2,14917.42,0.323,4,0,0.125,18.6,0,8051.57,0,5578.2,1
61,77642.81,6.8,29271.34,0.377,4,0,0.211,10.6,1,12189.76,1,273.17,0
64,34312.43,3.5,7548.73,0.22,4,2,0.088,3.1,0,8363.93,2,1045.19,0
